run_id,model_size,method,seed,step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,dara/pi_correctness,dara/w_correctness,dara/active_groups_correctness,dara/pi_format,dara/w_format,dara/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint,gd2po_hard/conflict_ratio,gd2po_hard/keep_ratio,gdpo/pi_correctness,gdpo/w_correctness,gdpo/active_groups_correctness,gdpo/pi_format,gdpo/w_format,gdpo/active_groups_format,grpo/pi_correctness,grpo/w_correctness,grpo/active_groups_correctness,grpo/pi_format,grpo/w_format,grpo/active_groups_format
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,69,,,,,421703,433719,12016,426657,426658,426657.25,0.10205353796482086,0.001,,,,,,,0.35456123635438935,0.02722963607188181,0.0003747155548938151,-0.008420281331577175,16.920468598604202,0.37547887885592385,1e-06,1.9223992824554443,3.0,-3.0,0.0595703125,1.0,0.0,1.8628289699554443,3.0,-3.0,0.0,0.0,0.0,1.958467721939087,10.652789115905762,-3.0216946601867676,0.0011797790648415685,0.26200076937675476,1.7320514917373657,-1.7320512533187866,0.0011797790648415685,1.7320514917373657,-1.7320512533187866,82.39111328125,1024.0,1.0,0.0078125,750.923828125,2048.0,389.0,0.005859375,40.94794999499936,11.39993714100001,1.209104806999676,41.0440948180003,94.6955994609998,0.0007084754841267059,0.2426732133142071,0.0066797980937860595,0.024049805094136043,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,70,1.870516049861908,0.0875,1.7830160498619079,0.0,428140,464103,35963,441280,441281,441280.5,0.09453513473272324,0.001,,,,,,,0.28971954906980196,0.007785223905617992,0.0003858454030705616,-0.025996179852071085,76.82902494072914,0.3798951171198758,1e-06,1.9137365818023682,3.0,-3.0,0.07177734375,1.0,0.0,1.8419591188430786,3.0,-3.0,0.0,0.0,0.0,1.9603831768035889,10.296545028686523,-3.047351598739624,-0.014622429385781288,0.2248520404100418,1.732050895690918,-1.7320514917373657,-0.014622429385781288,1.732050895690918,-1.7320514917373657,85.3349609375,1024.0,16.0,0.00927734375,776.541015625,2048.0,407.0,0.00390625,37.46585440000035,11.87487409700043,1.3348203839996131,42.057970087000285,130.60094776499955,0.0007562199009471375,0.21437724957943965,0.0067275089750172675,0.023827231254836937,8.049184531999344,29.726543104000484,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,71,,,,,431465,442262,10797,436897,436898,436897.5,0.08880279958248138,0.001,,,,,,,0.47294726675110205,-0.02952280984858849,0.00043688602454494685,-0.03178184651554667,15.836220741271973,0.37630458886415735,1e-06,1.907907485961914,3.0,-3.0,0.083984375,1.0,0.0,1.823923110961914,3.0,-3.0,0.0,0.0,0.0,1.95327889919281,9.258456230163574,-3.0301005840301514,0.013546361587941647,0.17238132655620575,1.7320512533187866,-1.732051134109497,0.013546361587941647,1.7320512533187866,-1.732051134109497,85.2783203125,1024.0,1.0,0.01123046875,768.037109375,2048.0,399.0,0.009765625,35.78835018799964,12.554480470999806,1.2511244750003243,42.013666930999534,91.71038141000008,0.0007159141875384525,0.20491468759232545,0.007183882072453954,0.024040917452605892,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,72,,,,,411681,434015,22334,419755,419755,419755.0,0.1350397765636444,0.001,,,,,,,0.3364720715409411,0.00025348238913076263,0.01273049775876903,-0.023947375056187475,48.58191204071045,0.3680046617151723,1e-06,1.9844800233840942,3.0,-3.0,0.06494140625,1.0,0.0,1.9195386171340942,3.0,-3.0,0.0,0.0,0.0,1.998192548751831,8.14158821105957,-3.030101776123047,0.004587354138493538,0.1584516316652298,1.7320512533187866,-1.7320513725280762,0.004587354138493538,1.7320512533187866,-1.7320513725280762,72.845703125,1024.0,14.0,0.00537109375,746.98828125,2048.0,402.0,0.00390625,27.22984937199999,11.490109764999943,1.163815805000013,41.173573677000604,81.2055417119991,0.0006931518415504359,0.18252037276456545,0.0068433430006789335,0.02452238429381461,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,73,,,,,409102,427720,18618,419884,419884,419884.0,0.14145071804523468,0.001,,,,,,,0.30419187967865063,0.011248793918639421,0.0002720471301082788,-0.008040634219729068,1.4941157400608063,0.3669662631963888,1e-06,1.9746471643447876,3.0,-3.0,0.05615234375,1.0,0.0,1.9184948205947876,3.0,-3.0,0.0,0.0,0.0,1.9779411554336548,6.7856645584106445,-3.032958745956421,-0.013182366266846657,0.19963438808918,1.732050895690918,-1.7320513725280762,-0.013182366266846657,1.732050895690918,-1.7320513725280762,78.283203125,1024.0,16.0,0.005859375,741.802734375,2047.0,416.0,0.0,38.48745579499973,11.413782957999501,1.3241664110000784,41.32614226500027,92.64567022000028,0.0007884120441598622,0.2400604762543333,0.0067957953613375964,0.024605690062612692,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,74,,,,,414096,453088,38992,433538,433539,433538.75,0.12474644184112549,0.001,,,,,,,0.3939930831628113,-0.038108751892337,0.0001155883776313015,0.0031904888946569527,30.39654541015625,0.3839479467301635,1e-06,1.9358439445495605,3.0,-3.0,0.0654296875,1.0,0.0,1.870414137840271,3.0,-3.0,0.0,0.0,0.0,1.9528264999389648,6.236171722412109,-3.0452442169189453,-0.013421275652945042,0.20172157883644104,1.732051134109497,-1.732053279876709,-0.013421275652945042,1.732051134109497,-1.732053279876709,82.36083984375,1024.0,17.0,0.0107421875,764.39453125,2048.0,389.0,0.005859375,37.6110213740003,11.485245718000442,1.2328984870000568,40.85351073400034,91.2868527519995,0.0007109505707390959,0.2229792285400937,0.006622963759295128,0.023558165639173165,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,75,,,,,446041,462952,16911,454000,454001,454000.75,0.11167340725660324,0.001,,,,,,,0.3963632791513397,-0.03358879303860088,0.009975113849636287,0.031102388351516106,33.21738791465759,0.3775802747980523,1e-06,1.9931049346923828,4.0,-3.0,0.0693359375,1.0,0.0,1.9237689971923828,3.0,-3.0,0.0,0.0,0.0,2.0141212940216064,8.769871711730957,-3.0410382747650146,-0.025054870173335075,0.2625727951526642,1.7320514917373657,-1.7320514917373657,-0.025054870173335075,1.7320514917373657,-1.7320514917373657,86.98974609375,1024.0,1.0,0.00732421875,799.73046875,2048.0,393.0,0.00390625,33.64808552500017,12.270292080999752,1.205446846999621,43.91850988200076,91.14891197799989,0.0006637912200583484,0.18886972313435024,0.006756757605025847,0.02418416152506398,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,76,,,,,419334,449302,29968,437044,437044,437044.0,0.12351839244365692,0.001,,,,,,,0.2362619634407262,0.0024908490168551603,0.00020659379855108757,6.95939263806622e-05,48.20494294166565,0.3880206746758101,1e-06,1.9323374032974243,4.0,-3.0,0.0830078125,1.0,0.0,1.8493295907974243,3.0,-3.0,0.0,0.0,0.0,1.9479832649230957,8.041129112243652,-3.0267839431762695,-0.007699981797486544,0.1839727759361267,1.732051134109497,-1.732050895690918,-0.007699981797486544,1.732051134109497,-1.732050895690918,79.53515625,1024.0,17.0,0.0068359375,774.06640625,2048.0,399.0,0.00390625,34.922644212000705,11.738025908999589,1.2260062889999972,40.73582724799962,88.72608987399963,0.0007013059834936513,0.21439666649477374,0.006714441743279617,0.023301902810700766,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,77,,,,,416207,438817,22610,429420,429421,429420.75,0.1139950305223465,0.001,,,,,,,0.45202627325696604,0.0005539196676441602,0.0004031238620102938,0.02156142861349508,15.02531349658966,0.3807098916003288,1e-06,1.9579766988754272,3.0,-3.0,0.06591796875,1.0,0.0,1.8920587301254272,3.0,-3.0,0.0,0.0,0.0,1.9760185480117798,9.43524169921875,-3.0368804931640625,-0.002977730007842183,0.15250025689601898,1.732051968574524,-1.7320516109466553,-0.002977730007842183,1.732051968574524,-1.7320516109466553,76.10693359375,1024.0,1.0,0.00537109375,762.60546875,2048.0,427.0,0.00390625,35.73722409400034,11.82511381400036,1.215981325998655,40.751332628000455,89.6585868000002,0.0007079195206558224,0.2292802459404514,0.006884340017337519,0.023724594484547182,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,78,,,,,427397,461407,34010,438795,438796,438795.25,0.0867997407913208,0.001,,,,,,,0.666790452560988,0.022122641800549524,0.00028300990655632884,-0.020839854871155694,66.52488705515862,0.38901860599371635,1e-06,1.8753373622894287,4.0,-3.0,0.08154296875,1.0,0.0,1.7937943935394287,3.0,-3.0,0.0,0.0,0.0,1.9290966987609863,9.696365356445312,-3.029388427734375,0.001079562003724277,0.1835605353116989,1.732051134109497,-1.7320514917373657,0.001079562003724277,1.732051134109497,-1.7320514917373657,83.99072265625,1024.0,16.0,0.0126953125,773.03125,2048.0,418.0,0.001953125,30.166178605000823,12.328447420000884,1.2460990300005506,40.804430718999356,84.65899310799978,0.0007099547169212466,0.17537150450838496,0.007024031948842247,0.023247990218102494,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,79,,,,,429426,439511,10085,434609,434610,434609.5,0.07361642271280289,0.001,,,,,,,0.8528816106596163,-0.007488473118948085,0.00014978483523009345,0.08132038722072009,30.59858474135399,0.3847497234203041,1e-06,1.9293705224990845,3.0,-3.0,0.07080078125,1.0,0.0,1.8585697412490845,3.0,-3.0,0.0,0.0,0.0,1.9951119422912598,10.452169418334961,-3.0638575553894043,-0.029224682599306107,0.21814902126789093,1.732051134109497,-1.7320523262023926,-0.029224682599306107,1.732051134109497,-1.7320523262023926,83.4482421875,1024.0,1.0,0.01220703125,765.3984375,2048.0,389.0,0.0078125,35.850800702000925,11.610654022000745,1.5009670890012785,40.90535625099983,90.22674112399909,0.000863399838821562,0.20977402664685565,0.006678785220986164,0.023529948293237856,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,80,1.8655241653323174,0.0875,1.7780241653323174,0.0,410928,442998,32070,426155,426156,426155.25,0.09194011986255646,0.001,,,,,,,0.4764739115690363,-0.04166285308270619,0.0002760014894161502,0.07602855411249916,11.981608718633652,0.3758140657452061,1e-06,2.0140514373779297,3.0,-3.0,0.0693359375,1.0,0.0,1.9447153806686401,3.0,-3.0,0.0,0.0,0.0,2.0621275901794434,11.915423393249512,-3.03204083442688,-0.008000961504876614,0.1712629497051239,1.732050895690918,-1.7320526838302612,-0.008000961504876614,1.732050895690918,-1.7320526838302612,78.65673828125,1024.0,1.0,0.0087890625,753.677734375,2047.0,399.0,0.0,38.10831266900095,11.779402448999463,1.1888193059985497,40.93993267299993,138.90126455299833,0.000697409750319015,0.23656682125409526,0.006910276506624911,0.024017029400083614,8.505060053001216,38.27227590400071,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,81,,,,,423255,451808,28553,432114,432115,432114.25,0.05769002065062523,0.001,,,,,,,0.7220989332116884,0.03213777462951839,0.016255104464703594,0.0034617059240629497,119.44268018007278,0.375096641461712,1e-06,1.929246187210083,4.0,-3.0,0.0703125,1.0,0.0,1.858933687210083,3.0,-3.0,0.0,0.0,0.0,2.0151095390319824,14.236679077148438,-3.0385141372680664,-0.01552767213433981,0.2171747237443924,1.732051134109497,-1.7320525646209717,-0.01552767213433981,1.732051134109497,-1.7320525646209717,80.91064453125,1024.0,13.0,0.01123046875,763.0625,2048.0,393.0,0.001953125,33.61140496900043,11.945228704000328,1.6335817990002397,41.989789396999186,89.27923919599925,0.0009451098864479936,0.20283880974623839,0.006910920378117783,0.024293221871877164,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,82,,,,,417943,444607,26664,430665,430665,430665.0,0.0979267805814743,0.001,,,,,,,0.565938055049628,0.00898650725970843,0.0,-0.011886339575929534,1.3416534662246704,0.3839808080120096,1e-06,2.051299810409546,3.0,-3.0,0.07421875,1.0,0.0,1.977081060409546,3.0,-3.0,0.0,0.0,0.0,2.088960886001587,12.808159828186035,-3.0683014392852783,-0.001968595664948225,0.11690858751535416,1.732050895690918,-1.7320512533187866,-0.001968595664948225,1.732050895690918,-1.7320512533187866,77.396484375,1024.0,15.0,0.00537109375,763.74609375,2048.0,399.0,0.0078125,34.26604500100075,11.568199600000298,1.4699012379987835,40.54506069099989,87.97096399800103,0.0008532741446360764,0.21617864714084303,0.006715312133561062,0.02353631052616296,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,83,,,,,417920,446207,28287,435440,435440,435440.0,0.11010969430208206,0.001,,,,,,,0.44643977628057374,0.07382555923561149,0.00019060989042968843,-0.0028097800527105174,6.215556502342224,0.37893172491168203,1e-06,1.8812323808670044,4.0,-3.0,0.06884765625,1.0,0.0,1.8123847246170044,3.0,-3.0,0.0,0.0,0.0,1.9120619297027588,11.419881820678711,-3.0257606506347656,-0.011922650039196014,0.17732153832912445,1.7320520877838135,-1.732050895690918,-0.011922650039196014,1.7320520877838135,-1.732050895690918,82.224609375,1024.0,1.0,0.0068359375,768.244140625,2048.0,418.0,0.0078125,39.506176075999974,11.613113674000488,1.2668411030008428,41.59508833900145,94.08497270000043,0.0007273339053605794,0.23460281762037088,0.006667459164293868,0.02388106762068336,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,84,,,,,422166,460573,38407,438299,438300,438299.25,0.09494265168905258,0.001,,,,,,,0.6997011441116532,-0.03083353874584039,0.0002250065871824821,-0.0007472919787687715,1.386984258890152,0.3789516610924795,1e-06,1.9529943466186523,3.0,-3.0,0.07177734375,1.0,0.0,1.8812170028686523,3.0,-3.0,0.0,0.0,0.0,1.9990819692611694,12.097107887268066,-3.052175760269165,0.007219238672405481,0.16013745963573456,1.7320514917373657,-1.7320513725280762,0.007219238672405481,1.7320514917373657,-1.7320513725280762,82.75244140625,1024.0,1.0,0.0068359375,773.30078125,2048.0,416.0,0.005859375,31.722300937999535,11.813361894000991,1.201578074000281,41.85228857100083,86.69302504900043,0.0006853639802031837,0.18717761665594468,0.006738182813455071,0.023871982766911434,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,85,,,,,429779,456148,26369,441185,441185,441185.0,0.11237546801567078,0.001,,,,,,,0.631437004383268,0.00863236142322421,0.0001708493961406679,0.014699217803667878,26.30185842514038,0.38495943806635247,1e-06,1.998697280883789,3.0,-3.0,0.0830078125,1.0,0.0,1.915689468383789,3.0,-3.0,0.0,0.0,0.0,2.024121046066284,12.175722122192383,-3.059589147567749,-0.014967226423323154,0.21615983545780182,1.732050895690918,-1.7320513725280762,-0.014967226423323154,1.732050895690918,-1.7320513725280762,79.783203125,1024.0,15.0,0.0048828125,781.90625,2048.0,418.0,0.009765625,35.96957835300054,12.374396072998934,1.3775984000003518,41.46521186599966,91.29215277700132,0.0007806240012695082,0.22013744738549623,0.00701202220893669,0.023496499125083392,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,86,,,,,412952,449118,36166,427875,427875,427875.0,0.08918239176273346,0.001,,,,,,,0.3771933990225581,0.026064392950000435,0.0001330373684297605,0.012325513843279623,27.23835465312004,0.38336506924429753,1e-06,1.9753708839416504,4.0,-3.0,0.0712890625,1.0,0.0,1.9040818214416504,3.0,-3.0,0.0,0.0,0.0,2.0234415531158447,12.689197540283203,-3.039576292037964,-0.012297820299863815,0.1831895411014557,1.732050895690918,-1.7320523262023926,-0.012297820299863815,1.732050895690918,-1.7320523262023926,81.4609375,1024.0,7.0,0.0078125,754.232421875,2048.0,389.0,0.001953125,37.42125367100016,11.84865423699921,1.4016697669994755,40.339646305001224,91.10176752000007,0.0008189715261463485,0.22430501145463796,0.006922964789365591,0.023569761206544682,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,87,,,,,409207,432307,23100,418976,418977,418976.5,0.11958938091993332,0.001,,,,,,,0.2623326777164558,0.0008179617580026388,0.00010652262426447123,0.008313800371386801,1.2876280695199966,0.3843673062074288,1e-06,1.880699872970581,3.0,-3.0,0.0634765625,1.0,0.0,1.817223310470581,3.0,-3.0,0.0,0.0,0.0,1.9008079767227173,13.313720703125,-3.0337133407592773,-0.007018243428319693,0.11271733045578003,1.732050895690918,-1.7320520877838135,-0.007018243428319693,1.732050895690918,-1.7320520877838135,76.2509765625,1024.0,1.0,0.00537109375,742.0625,2048.0,393.0,0.001953125,36.264850798001135,11.283424792000005,1.1575215709999611,39.3593502779986,88.17652133299998,0.0006906840664094294,0.2322258346973088,0.006732731305932436,0.023485416412375514,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,88,,,,,413806,438574,24768,429061,429062,429061.5,0.07178819179534912,0.001,,,,,,,0.7615658769962089,-0.04006808373177874,0.00017383842877561934,0.006684109076778786,6.3952228128910065,0.37104391526151154,1e-06,2.0090668201446533,3.0,-3.0,0.0576171875,1.0,0.0,1.9514497518539429,3.0,-3.0,0.0,0.0,0.0,2.0839855670928955,16.00239372253418,-3.0236313343048096,-0.007438254542648792,0.1705707460641861,1.732051968574524,-1.7320525646209717,-0.007438254542648792,1.732051968574524,-1.7320525646209717,81.3154296875,1024.0,1.0,0.0087890625,756.6953125,2048.0,399.0,0.005859375,44.9426705879996,11.403544851998959,1.193874999999025,41.80965651100087,99.45472296699882,0.0006956316285654999,0.2698708407172085,0.0066444698790260595,0.024361109369519792,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,89,,,,,427207,452627,25420,438413,438413,438413.0,0.09938988834619522,0.001,,,,,,,0.3314675772562623,0.05414706251808796,0.0004140324328608554,0.0010688049510992547,1.8017422556877136,0.3736610678907187,1e-06,2.0721473693847656,4.0,-3.0,0.05859375,1.0,0.0,2.0135536193847656,3.0,-3.0,0.0,0.0,0.0,2.109010934829712,16.77035140991211,-3.053331136703491,-0.004750481341034174,0.1609746664762497,1.7320514917373657,-1.732053279876709,-0.004750481341034174,1.7320514917373657,-1.732053279876709,76.181640625,1024.0,1.0,0.00634765625,780.09375,2048.0,414.0,0.00390625,41.80609184499917,11.700095337000675,1.1833082510001987,42.45101889399848,97.24685526599933,0.0006747679990101791,0.2679534152352209,0.006671845575405312,0.02420720809715866,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,90,1.8628455951809884,0.0875,1.7753455951809882,0.0,427393,453817,26424,435202,435203,435202.5,0.12091593444347382,0.001,,,,,,,0.3794709624988692,-0.03303802995651495,0.00040960839916286726,-0.0013479175830752865,1.6005716621875763,0.38307787887035843,1e-06,1.9141607284545898,4.0,-3.0,0.0771484375,1.0,0.0,1.8370122909545898,3.0,-3.0,0.0,0.0,0.0,1.9334592819213867,14.582304954528809,-3.04248046875,-0.0026331464760005474,0.18167823553085327,1.732050895690918,-1.7320526838302612,-0.0026331464760005474,1.732050895690918,-1.7320526838302612,75.9384765625,1024.0,16.0,0.00341796875,774.06640625,2048.0,418.0,0.00390625,48.466754467999635,12.07689381399905,1.2035698649997357,41.09582205699917,144.31222684500062,0.0006913849673426368,0.31163921803988914,0.006937514038866418,0.023607298933829176,10.111257501999717,31.25938599100118,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,91,,,,,402980,440353,37373,428328,428329,428328.75,0.12244601547718048,0.001,,,,,,,0.12059597464810524,0.037267986967760534,0.0001993256591958925,-2.9000318980771616e-05,5.753659278154373,0.37674643366572674,1e-06,1.8829853534698486,4.0,-3.0,0.0927734375,1.0,0.0,1.7902119159698486,3.0,-3.0,0.0,0.0,0.0,1.901498794555664,14.112542152404785,-3.063950300216675,0.006741562858223915,0.1257958859205246,1.732050895690918,-1.7320514917373657,0.006741562858223915,1.732050895690918,-1.7320514917373657,78.04052734375,1024.0,1.0,0.0029296875,758.5390625,2048.0,402.0,0.001953125,29.82568046600136,11.632394500998998,1.1731641810001747,41.06921648199932,83.81659728700106,0.0006847335025959468,0.18661227743748776,0.006789407961174097,0.02397061630931809,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,92,,,,,416097,428380,12283,424536,424537,424536.5,0.11955509334802628,0.001,,,,,,,0.3568965128589688,0.003699785364525659,0.0001327365347866102,-0.013590445960939437,6.717584699392319,0.3678461698589503,1e-06,1.9558831453323364,3.0,-3.0,0.0654296875,1.0,0.0,1.8904534578323364,3.0,-3.0,0.0,0.0,0.0,1.9769688844680786,13.062759399414062,-3.0553150177001953,-0.013401071541011333,0.14806675910949707,1.732050895690918,-1.7320513725280762,-0.013401071541011333,1.732050895690918,-1.7320513725280762,76.4169921875,1024.0,1.0,0.00341796875,752.755859375,2048.0,399.0,0.001953125,32.512788755000656,11.50057732499954,1.1868574660002196,41.68363575999865,86.97931141899971,0.0006989136776226659,0.20774679400263674,0.006772431419324098,0.024546555926285872,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,93,,,,,407182,437720,30538,420238,420239,420238.25,0.13187101483345032,0.001,,,,,,,0.15777876590644674,0.03198881919628808,0.00029769122816755304,-0.0001455282325488432,26.96756535768509,0.38123567909837053,1e-06,2.0284056663513184,4.0,-3.0,0.08447265625,1.0,0.0,1.9439328908920288,3.0,-3.0,0.0,0.0,0.0,2.0346899032592773,10.901707649230957,-3.057912588119507,-0.018957845866680145,0.1551027148962021,1.732050895690918,-1.7320514917373657,-0.018957845866680145,1.732050895690918,-1.7320514917373657,73.60400390625,1024.0,1.0,0.001953125,747.173828125,2048.0,416.0,0.001953125,32.583278806001545,11.36849113900098,1.1593573949994607,39.79807384100059,85.01676322499952,0.0006897024455766821,0.21615405766182755,0.0067631225495305225,0.023675899231567203,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,94,,,,,420831,449403,28572,430715,430716,430715.75,0.13538263738155365,0.001,,,,,,,0.2786606785375625,0.024219759152661675,0.0003147342670542587,0.0001682590753781759,34.931449860334396,0.38467757576438716,1e-06,1.8832271099090576,4.0,-3.0,0.08642578125,1.0,0.0,1.7968013286590576,3.0,-3.0,0.0,0.0,0.0,1.8994019031524658,13.099685668945312,-3.0355942249298096,-0.023879479616880417,0.20305955410003662,1.7320510149002075,-1.7320523262023926,-0.023879479616880417,1.7320510149002075,-1.7320523262023926,76.95654296875,1024.0,16.0,0.00341796875,764.28515625,2048.0,389.0,0.005859375,34.784204990000944,11.58489082900087,1.3822063530005835,40.48867617700125,88.34943272099918,0.0008022729334837323,0.22070215783563513,0.0067242089643813055,0.023500810091691127,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,95,,,,,405280,447718,42438,426032,426032,426032.0,0.110051728785038,0.001,,,,,,,0.21491017610091587,0.013413169710286733,0.0006403798691061294,0.016041793952824485,1.9282247722148895,0.3768501842505891,1e-06,1.9802045822143555,4.0,-3.0,0.0986328125,1.0,0.0,1.8815717697143555,3.0,-3.0,0.0,0.0,0.0,2.006690740585327,13.351105690002441,-3.044713020324707,-0.0023206016048789024,0.17014171183109283,1.7320517301559448,-1.7320517301559448,-0.0023206016048789024,1.7320517301559448,-1.7320517301559448,77.13671875,1024.0,1.0,0.00439453125,754.95703125,2048.0,393.0,0.005859375,32.646354065000196,11.342870884000149,1.2009839800011832,40.83497109600103,86.13461385299888,0.0007047498662079276,0.20665388454575503,0.006656114378732201,0.023962384924137756,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,96,,,,,435096,467314,32218,451276,451276,451276.0,0.06420894712209702,0.001,,,,,,,0.6985238369554281,0.0355559591203928,0.039325840319118774,0.06843762509670341,51.3866446018219,0.3787448631698043,1e-06,1.7375352382659912,4.0,-3.0,0.39599609375,1.0,0.0,1.3415391445159912,3.0,-3.0,0.0,0.0,0.0,1.853129506111145,13.53226089477539,-3.0763607025146484,-0.07691341638565063,0.5903981924057007,1.732050895690918,-1.732051134109497,-0.07691341638565063,1.732050895690918,-1.732051134109497,101.62890625,1024.0,1.0,0.01708984375,779.76953125,2048.0,418.0,0.0078125,39.996605088999786,12.104638103999605,1.6293804159995489,43.20344683300027,97.07084456200027,0.0009026518228310108,0.19216572380078306,0.006705784322675926,0.023934048582796488,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,97,,,,,426557,473687,47130,453177,453178,453177.75,0.10030248761177063,0.001,,,,,,,0.7376688368618488,-0.014519373066286789,0.0021188726803908747,0.03559306972941461,111.23351520299911,0.3836792514959397,1e-06,2.142706871032715,4.0,-3.0,0.6025390625,1.0,0.0,1.5401676893234253,3.0,-3.0,0.0,0.0,0.0,2.2208406925201416,13.990150451660156,-3.084575653076172,-0.06574790924787521,0.524673342704773,1.732051134109497,-1.7320531606674194,-0.06574790924787521,1.732051134109497,-1.7320531606674194,103.00927734375,1024.0,13.0,0.0107421875,782.103515625,2048.0,402.0,0.00390625,38.06732482199914,12.299848578999445,1.6746349659988482,42.80175859999872,94.95604020300016,0.000923828986528381,0.180445503818201,0.00678533344752663,0.02361201460133398,,,,,,,,,,,,,,,,
haotian_1p5b_dvao_s4_save10,1.5b,dvao,4,98,,,,,438816,462680,23864,447915,447916,447915.25,0.12379726767539978,0.001,,,,,,,0.5462381764004628,-0.04239421706733992,0.009957492380635813,0.02522183702676557,33.74481576681137,0.3870125867231066,1e-06,2.3955626487731934,4.0,-3.0,0.67236328125,1.0,0.0,1.723199486732483,3.0,-3.0,0.0,0.0,0.0,2.443495512008667,15.775803565979004,-3.098278284072876,-0.022500954568386078,0.4093867242336273,1.7320514917373657,-1.7320517301559448,-0.022500954568386078,1.7320514917373657,-1.7320517301559448,102.44580078125,1024.0,18.0,0.0078125,772.388671875,2048.0,413.0,0.001953125,38.78718140500132,12.010284566998962,1.6196233360005863,41.92975748700155,94.46132561100058,0.0009039786745375304,0.18486900659648214,0.006703435843610461,0.02340272935951698,,,,,,,,,,,,,,,,
